ID,GameFormat,SR,BattingInnings,IsOut,Opposition,Ground,TossResult,MatchTime,isTossWon,Fantasy,isHomeGround,GroundWL,GroundRPO,GroundAvg,TossWL,TossRPO,TossAvg,inningsWL,inningsRPO,inningsAverage,Average,Innings,Centuries,Fifties,Zeros,Consistency,Form,Venue,Opps,MaxTemp,MinTemp,MaxWind,Tournament,BattingOrder,Role,Country,Batting Hand,Age
422108,6,136.6371167,1,1,RCB,Bengaluru,field,night,0,38,0,1.145,8.59,28.43,0.766,8.77,27.19,0.774,8.74,27.94,41.23684211,268,8,84,15,4.4732,3.0745,4.2372,4.4835,36.8,22.6,17.9,IPL,1,WK,India,RHB,32
325012,6,138.1987578,1,1,RCB,Bengaluru,field,night,0,48,0,1.145,8.59,28.43,0.766,8.77,27.19,0.774,8.74,27.94,30.24271845,279,1,29,20,3.8243,2.2221,4.1816,4.0017,36.8,22.6,17.9,IPL,2,ALL,Australia,RHB,35
823703,6,147.1213463,2,1,LSG,Bengaluru,field,night,1,59,1,1.145,8.89,27.08,1.304,8.58,27.58,0.774,8.53,26.73,35.34042553,52,1,14,4,3.1301,2.6483,2.474,3.4015,36.8,22.6,17.9,IPL,2,BAT,India,RHB,31
379143,6,137.5874548,1,1,RCB,Bengaluru,field,night,0,173,0,1.145,8.59,28.43,0.766,8.77,27.19,0.774,8.74,27.94,32.03932584,388,7,72,27,4.0142,2.6483,4.6306,4.0017,36.8,22.6,17.9,IPL,1,WK,South Africa,LHB,32
461632,6,93.27731092,2,0,LSG,Bengaluru,field,night,1,3,1,1.145,8.89,27.08,1.304,8.58,27.58,0.774,8.53,26.73,10.09090909,44,0,0,6,1.7817,1.1919,1.3382,1.0927,36.8,22.6,17.9,IPL,4,BOWL,England,RHB,30
853265,6,126.9387755,2,1,LSG,Bengaluru,field,night,1,77,1,1.145,8.89,27.08,1.304,8.58,27.58,0.774,8.53,26.73,27.44117647,84,0,11,3,2.7039,3.5007,3.362,1.6967,36.8,22.6,17.9,IPL,3,ALL,India,LHB,25
253802,6,134.5834026,2,1,LSG,Bengaluru,field,night,1,42,1,1.145,8.89,27.08,1.304,8.58,27.58,0.774,8.53,26.73,43.86178862,468,9,130,21,4.4404,3.4679,4.2831,2.8057,36.8,22.6,17.9,IPL,1,BAT,India,RHB,36
1151270,6,129.588015,1,1,RCB,Bengaluru,field,night,0,-4,0,1.145,8.59,28.43,0.766,8.77,27.19,0.774,8.74,27.94,26.61538462,38,0,2,1,2.3917,3.5007,3.188,2.2285,36.8,22.6,17.9,IPL,3,ALL,Indian,RHB,25
471342,6,132.3373494,1,0,RCB,Bengaluru,field,night,0,-2,0,1.145,8.59,28.43,0.766,8.77,27.19,0.774,8.74,27.94,24.73873874,163,0,8,6,3.3853,3.0745,3.7882,3.1493,36.8,22.6,17.9,IPL,3,ALL,India,LHB,33
1119026,6,133.3813641,1,1,RCB,Bengaluru,field,night,0,6,0,1.145,8.59,28.43,0.766,8.77,27.19,0.774,8.74,27.94,32.67058824,94,3,17,6,3.0973,2.6483,3.5814,3.0623,36.8,22.6,17.9,IPL,2,BAT,India,LHB,24
1277545,6,145.7627119,2,1,KKR,Visakhapatnam,bat,night,0,-4,0,0.755,8.08,21.23,1.23,7.59,22.87,0.926,7.79,21.89,26.46153846,17,0,2,1,2.3917,3.0745,1.9422,1.0927,33.3,25.3,24.7,IPL,2,WK,India,LHB,22
1161489,6,89.18918919,2,1,KKR,Visakhapatnam,bat,night,0,-1,0,0.755,8.08,21.23,1.23,7.59,22.87,0.926,7.79,21.89,6.6,9,0,0,1,1.3883,1.7959,1.3382,1.0927,33.3,25.3,24.7,IPL,4,BOWL,India,RHB,24
236779,6,84.09090909,2,0,KKR,Visakhapatnam,bat,night,0,-1,0,0.755,8.08,21.23,1.23,7.59,22.87,0.926,7.79,21.89,8.222222222,37,0,0,4,1.3883,2.2221,2.3684,1.6967,33.3,25.3,24.7,IPL,4,BOWL,India,RHB,36
851403,6,136.9767442,1,0,DC,Visakhapatnam,bat,night,1,19,0,0.755,8.08,21.23,0.812,7.69,22.03,0.926,8.02,23.39,34.14492754,92,1,13,3,3.1301,3.5007,1.3382,2.6361,33.3,25.3,24.7,IPL,3,ALL,India,LHB,30
554691,6,135.6910191,2,1,KKR,Visakhapatnam,bat,night,0,-4,0,0.755,8.08,21.23,1.23,7.59,22.87,0.926,7.79,21.89,22.09090909,201,0,6,15,3.3197,3.0745,2.6666,3.1493,33.3,25.3,24.7,IPL,3,ALL,India,LHB,30
1292495,6,115.9663866,1,1,DC,Visakhapatnam,bat,night,1,114,0,0.755,8.08,21.23,0.812,7.69,22.03,0.926,8.02,23.39,23.0,7,0,0,1,2.3917,2.2221,1.3382,1.0927,33.3,25.3,24.7,IPL,2,BAT,India,RHB,20
311592,6,97.76357827,1,0,DC,Visakhapatnam,bat,night,1,5,0,0.755,8.08,21.23,0.812,7.69,22.03,0.926,8.02,23.39,9.870967742,61,0,0,2,1.6449,2.2221,1.3382,1.0927,33.3,25.3,24.7,IPL,4,BOWL,Australia,LHB,34
595978,6,150.6825939,2,1,KKR,Visakhapatnam,bat,night,0,114,0,0.755,8.08,21.23,1.23,7.59,22.87,0.926,7.79,21.89,27.16923077,82,0,8,7,2.6155,3.0745,1.3382,1.0927,33.3,25.3,24.7,IPL,3,WK,South Africa,RHB,24
276298,6,169.4042473,1,1,DC,Visakhapatnam,bat,night,1,89,0,0.755,8.08,21.23,0.812,7.69,22.03,0.926,8.02,23.39,26.98802395,470,2,33,34,3.4537,3.5007,2.3684,4.1713,33.3,25.3,24.7,IPL,2,ALL,West Indies,RHB,36
931581,6,140.9538621,2,1,KKR,Visakhapatnam,bat,night,0,123,0,0.755,8.08,21.23,1.23,7.59,22.87,0.926,7.79,21.89,29.23655914,227,2,26,11,3.4637,2.6483,3.7554,3.5755,33.3,25.3,24.7,IPL,2,WK,Indian,LHB,27
669365,6,154.0590897,1,1,DC,Visakhapatnam,bat,night,1,40,0,0.755,8.08,21.23,0.812,7.69,22.03,0.926,8.02,23.39,26.7962963,232,4,35,15,3.4865,2.6483,1.3382,2.5491,33.3,25.3,24.7,IPL,1,WK,England,RHB,28
272450,6,133.7195555,2,1,KKR,Visakhapatnam,bat,night,0,-4,0,0.755,8.08,21.23,1.23,7.59,22.87,0.926,7.79,21.89,33.26470588,215,1,35,10,3.9455,2.6483,2.3684,1.6513,33.3,25.3,24.7,IPL,2,ALL,Australia,RHB,33
642519,6,131.5183892,1,1,DC,Visakhapatnam,bat,night,1,38,0,0.755,8.08,21.23,0.812,7.69,22.03,0.926,8.02,23.39,31.84577114,243,2,42,14,4.0011,3.0745,3.3292,3.4015,33.3,25.3,24.7,IPL,2,BAT,Indian,RHB,30
481979,6,88.88888889,2,1,KKR,Visakhapatnam,bat,night,0,6,0,0.755,8.08,21.23,1.23,7.59,22.87,0.926,7.79,21.89,6.333333333,46,0,0,6,1.3555,2.2221,1.5948,1.0927,33.3,25.3,24.7,IPL,4,BOWL,South Africa,RHB,31
230558,6,144.5845697,1,1,DC,Visakhapatnam,bat,night,1,189,0,0.755,8.08,21.23,0.812,7.69,22.03,0.926,8.02,23.39,14.54477612,334,0,14,45,2.9163,2.2221,1.3382,2.7231,33.3,25.3,24.7,IPL,1,ALL,West Indies,LHB,36
723105,6,151.1208311,1,1,DC,Visakhapatnam,bat,night,1,62,0,0.755,8.08,21.23,0.812,7.69,22.03,0.926,8.02,23.39,39.48571429,112,0,17,4,3.3867,3.5007,3.9036,2.1229,33.3,25.3,24.7,IPL,3,BAT,India,RHB,27
1079470,6,159.2920354,1,1,DC,Visakhapatnam,bat,night,1,6,0,0.755,8.08,21.23,0.812,7.69,22.03,0.926,8.02,23.39,21.17647059,26,0,1,2,2.3917,3.0745,1.3382,2.1229,33.3,25.3,24.7,IPL,3,ALL,India,RHB,27
477021,6,128.7566293,1,1,Punjab Kings,Ahmedabad,field,night,0,12,1,1.461,8.47,22.49,1.0,8.54,27.41,1.166,8.41,26.11,26.64634146,107,0,10,5,2.9277,3.5007,4.6078,1.0927,37.4,25.4,12.9,IPL,2,ALL,India,RHB,33
721867,6,148.1364498,2,1,GT,Ahmedabad,field,night,1,38,0,1.461,8.05,29.93,1.0,8.46,26.96,1.166,8.13,25.56,26.95402299,101,1,10,5,2.9277,2.2221,1.3382,2.5491,37.4,25.4,12.9,IPL,3,WK,India,RHB,31
1168641,6,117.9487179,2,0,GT,Ahmedabad,field,night,1,1,0,1.461,8.05,29.93,1.0,8.46,26.96,1.166,8.13,25.56,14.52631579,37,0,0,3,1.9655,2.2221,3.7012,1.6967,37.4,25.4,12.9,IPL,4,BOWL,India,LHB,29
1161024,6,142.2273782,2,1,GT,Ahmedabad,field,night,1,71,0,1.461,8.05,29.93,1.0,8.46,26.96,1.166,8.13,25.56,32.83928571,67,2,12,5,3.0973,2.2221,3.5316,1.0927,37.4,25.4,12.9,IPL,2,WK,Indian,RHB,24
377534,6,140.2671756,2,0,GT,Ahmedabad,field,night,1,131,0,1.461,8.05,29.93,1.0,8.46,26.96,1.166,8.13,25.56,20.41666667,46,0,5,3,2.3917,3.0745,1.3382,2.5491,37.4,25.4,12.9,IPL,3,BAT,Indian,RHB,33
423838,6,141.6046319,1,0,Punjab Kings,Ahmedabad,field,night,0,51,1,1.461,8.47,22.49,1.0,8.54,27.41,1.166,8.41,26.11,26.75,103,0,3,1,2.9049,3.0745,3.821,2.6361,37.4,25.4,12.9,IPL,3,ALL,India,LHB,31
1131978,6,197.6415094,2,1,GT,Ahmedabad,field,night,1,63,0,1.461,8.05,29.93,1.0,8.46,26.96,1.166,8.13,25.56,29.92857143,14,0,4,1,2.3917,2.6483,1.3382,1.0927,37.4,25.4,12.9,IPL,3,ALL,India,RHB,26
1151288,6,124.9150623,1,1,Punjab Kings,Ahmedabad,field,night,0,71,1,1.461,8.47,22.49,1.0,8.54,27.41,1.166,8.41,26.11,38.03448276,34,0,6,0,2.8179,2.6483,4.6634,3.6581,37.4,25.4,12.9,IPL,2,ALL,India,LHB,23
662973,6,132.2379368,2,1,GT,Ahmedabad,field,night,1,7,0,1.461,8.05,29.93,1.0,8.46,26.96,1.166,8.13,25.56,19.62345679,202,0,17,12,2.9819,2.6483,3.821,2.5491,37.4,25.4,12.9,IPL,2,ALL,England,LHB,26
1070173,6,136.9756098,1,0,Punjab Kings,Ahmedabad,field,night,0,171,1,1.461,8.47,22.49,1.0,8.54,27.41,1.166,8.41,26.11,34.80991736,140,6,23,6,3.7448,2.6483,4.7093,3.4885,37.4,25.4,12.9,IPL,1,BAT,India,RHB,25
1175496,6,95.83333333,2,0,CSK,Hyderabad,field,night,1,34,1,1.016,8.24,25.46,0.972,8.2,27.07,0.813,8.08,25.61,23.0,8,0,0,0,2.2407,2.0711,1.3382,1.0927,39.4,26.0,10.1,IPL,3,ALL,India,RHB,21
1060380,6,138.489426,1,1,SRH,Hyderabad,field,night,0,52,0,1.016,8.12,26.41,1.027,8.52,23.72,0.813,8.24,26.1,37.88429752,136,6,30,6,3.8004,2.2221,1.3382,3.9147,39.4,26.0,10.1,IPL,1,BAT,India,RHB,27
1175496,6,99.0,2,0,CSK,Hyderabad,field,night,1,34,1,1.016,8.24,25.46,0.972,8.2,27.07,0.813,8.08,25.61,24.75,9,0,0,0,2.2407,2.4973,2.3684,2.1229,39.4,26.0,10.1,IPL,3,ALL,India,RHB,21
28081,6,133.1294749,1,0,SRH,Hyderabad,field,night,0,1,0,1.016,8.12,26.41,1.027,8.52,23.72,0.813,8.24,26.1,37.9787234,417,0,30,10,3.9455,2.6483,3.7882,4.5391,39.4,26.0,10.1,IPL,3,WK,India,RHB,43
530011,6,137.9683597,2,1,CSK,Hyderabad,field,night,1,57,1,1.016,8.24,25.46,0.972,8.2,27.07,0.813,8.08,25.61,28.56896552,262,2,24,4,3.5293,3.0745,4.4068,1.0927,39.4,26.0,10.1,IPL,1,BAT,Australia,LHB,31
959767,6,133.5195531,1,1,SRH,Hyderabad,field,night,0,26,0,1.016,8.12,26.41,1.027,8.52,23.72,0.813,8.24,26.1,17.38181818,67,0,3,5,2.1893,3.5007,1.3382,1.0927,39.4,26.0,10.1,IPL,1,ALL,New Zealand,LHB,25
436757,6,152.4382521,2,0,CSK,Hyderabad,field,night,1,18,1,1.016,8.24,25.46,0.972,8.2,27.07,0.813,8.08,25.61,31.25974026,404,4,60,18,3.9683,3.5563,4.7093,2.3795,39.4,26.0,10.1,IPL,2,WK,South Africa,RHB,33
1070183,6,147.7621483,2,1,CSK,Hyderabad,field,night,1,87,1,1.016,8.24,25.46,0.972,8.2,27.07,0.813,8.08,25.61,30.01298701,89,3,14,6,3.0973,3.5007,3.3292,3.4885,39.4,26.0,10.1,IPL,1,BAT,India,LHB,24
600498,6,136.8556701,2,1,CSK,Hyderabad,field,night,1,90,1,1.016,8.24,25.46,0.972,8.2,27.07,0.813,8.08,25.61,34.38129496,166,1,32,3,4.0111,2.6483,4.2144,2.3795,39.4,26.0,10.1,IPL,2,BAT,South African,RHB,30
277916,6,121.3102687,1,1,SRH,Hyderabad,field,night,0,57,0,1.016,8.12,26.41,1.027,8.52,23.72,0.813,8.24,26.1,28.4137931,256,2,44,22,3.5093,2.6483,3.7554,3.6311,39.4,26.0,10.1,IPL,2,BAT,India,RHB,36
436757,6,152.3312786,2,0,CSK,Hyderabad,field,night,1,18,1,1.016,8.24,25.46,0.972,8.2,27.07,0.813,8.08,25.61,31.29220779,405,4,60,18,3.9683,3.5007,4.7093,2.6361,39.4,26.0,10.1,IPL,2,WK,South Africa,RHB,33
714451,6,140.7427056,1,1,SRH,Hyderabad,field,night,0,91,0,1.016,8.12,26.41,1.027,8.52,23.72,0.813,8.24,26.1,31.21176471,124,0,14,4,3.3867,2.6483,2.1534,1.6513,39.4,26.0,10.1,IPL,2,BAT,India,LHB,31
530011,6,137.9246065,2,1,CSK,Hyderabad,field,night,1,57,1,1.016,8.24,25.46,0.972,8.2,27.07,0.813,8.08,25.61,28.57939914,263,2,24,4,3.5293,3.0745,4.6634,2.9753,39.4,26.0,10.1,IPL,1,BAT,Australia,LHB,31
1159711,6,130.3437967,2,1,CSK,Hyderabad,field,night,1,28,1,1.016,8.24,25.46,0.972,8.2,27.07,0.813,8.08,25.61,22.94736842,53,0,2,1,2.6483,2.2221,1.3382,2.3795,39.4,26.0,10.1,IPL,2,ALL,Indian,LHB,30
234675,6,128.7939032,1,0,SRH,Hyderabad,field,night,0,57,0,1.016,8.12,26.41,1.027,8.52,23.72,0.813,8.24,26.1,25.24025974,260,0,2,13,3.3525,2.6483,4.6406,3.5755,39.4,26.0,10.1,IPL,2,ALL,India,LHB,36
253802,6,134.5872779,1,0,RR,Jaipur,field,night,0,233,0,1.818,7.54,25.92,0.75,7.55,23.29,0.666,7.62,23.87,43.8027027,469,9,130,21,4.4404,3.5007,3.6372,3.6311,34.1,22.1,18.4,IPL,1,BAT,India,RHB,36
44828,6,133.9946446,1,1,RR,Jaipur,field,night,0,74,0,1.818,7.54,25.92,0.75,7.55,23.29,0.666,7.62,23.87,32.37941176,382,6,73,24,4.0142,2.2221,3.4118,4.0573,34.1,22.1,18.4,IPL,1,BAT,South Africa,RHB,40
325026,6,154.4700931,1,1,RR,Jaipur,field,night,0,-1,0,1.818,7.54,25.92,0.75,7.55,23.29,0.666,7.62,23.87,28.36533958,500,12,62,33,3.6667,2.1893,3.4118,4.0573,34.1,22.1,18.4,IPL,2,ALL,Australia,RHB,36
308967,6,144.2695473,2,0,RCB,Jaipur,field,night,1,210,1,1.818,7.75,22.72,1.333,7.57,23.95,0.666,7.74,24.99,34.53940887,485,7,101,26,4.0142,2.2221,4.6634,4.0017,34.1,22.1,18.4,IPL,1,WK,England,RHB,34
1151278,6,150.0524109,2,1,RCB,Jaipur,field,night,1,-4,1,1.818,7.75,22.72,1.333,7.57,23.95,0.666,7.74,24.99,30.78494624,98,3,19,8,3.0973,1.7959,4.2372,3.0623,34.1,22.1,18.4,IPL,1,BAT,Indian,LHB,23
425943,6,133.2197273,2,1,RCB,Jaipur,field,night,1,133,1,1.818,7.75,22.72,1.333,7.57,23.95,0.666,7.74,24.99,27.6875,270,3,42,21,3.5093,2.6155,4.2372,3.1493,34.1,22.1,18.4,IPL,2,WK,Indian,RHB,30
670025,6,130.6359946,2,0,RCB,Jaipur,field,night,1,29,1,1.818,7.75,22.72,1.333,7.57,23.95,0.666,7.74,24.99,25.140625,231,1,24,15,3.4309,2.6483,3.362,4.1713,34.1,22.1,18.4,IPL,3,BAT,West Indian,LHB,28
1175488,6,140.5940594,2,1,RCB,Jaipur,field,night,1,4,1,1.818,7.75,22.72,1.333,7.57,23.95,0.666,7.74,24.99,21.84615385,21,0,0,2,2.3917,3.5007,3.362,2.9753,34.1,22.1,18.4,IPL,2,WK,Indian,RHB,23
1079434,6,143.483871,2,1,RCB,Jaipur,field,night,1,12,1,1.818,7.75,22.72,1.333,7.57,23.95,0.666,7.74,24.99,32.23188406,89,0,20,4,3.1857,3.5007,4.6078,3.2319,34.1,22.1,18.4,IPL,2,BAT,Indian,RHB,23
446507,6,156.2607204,1,1,DC,Wankhede,field,daynight,0,-4,1,1.25,8.32,25.62,0.724,8.41,27.14,0.732,8.29,26.23,37.48971193,304,9,63,20,4.0142,3.5794,4.2044,3.3189,29.7,27.8,28.5,IPL,2,BAT,India,RHB,34
625371,6,139.360687,1,1,DC,Wankhede,field,daynight,0,65,1,1.25,8.32,25.62,0.724,8.41,27.14,0.732,8.29,26.23,28.3592233,286,0,20,11,3.4637,2.2221,4.2372,3.5755,29.7,27.8,28.5,IPL,2,ALL,India,RHB,31
1151288,6,125.9423503,2,1,LSG,Lucknow,bat,night,0,57,0,1.105,7.27,26.1,0.75,6.73,20.89,1.15,7.15,22.59,37.86666667,35,0,6,0,2.8179,3.0745,3.7554,1.0927,37.0,21.5,19.8,IPL,1,ALL,India,LHB,23
931581,6,141.4627865,2,1,MI,Wankhede,field,daynight,1,-1,0,1.25,8.23,27.2,1.38,8.43,26.58,0.732,8.32,26.77,29.37433155,228,2,27,11,3.4637,3.0745,4.2372,3.6311,29.7,27.8,28.5,IPL,2,WK,Indian,LHB,27
604302,6,144.0354465,1,0,GT,Lucknow,bat,night,1,60,1,1.105,7.56,21.35,1.333,7.1,20.64,1.15,7.59,23.65,26.57861635,371,2,48,26,3.5093,3.5007,3.362,2.3795,37.0,21.5,19.8,IPL,2,WK,West Indian,LHB,29
595978,6,151.1627907,2,0,MI,Wankhede,field,daynight,1,147,0,1.25,8.23,27.2,1.38,8.43,26.58,0.732,8.32,26.77,27.57575758,83,0,9,7,2.6155,3.0745,2.0024,1.0927,29.7,27.8,28.5,IPL,2,WK,South Africa,RHB,24
1151270,6,128.8640596,1,1,GT,Lucknow,bat,night,1,42,1,1.105,7.56,21.35,1.333,7.1,20.64,1.15,7.59,23.65,25.62962963,39,0,2,2,2.3917,2.6483,3.3948,2.8057,37.0,21.5,19.8,IPL,3,ALL,Indian,RHB,25
34102,6,135.5698694,1,1,DC,Wankhede,field,daynight,0,105,1,1.25,8.32,25.62,0.724,8.41,27.14,0.732,8.29,26.23,30.92653061,556,12,103,42,4.0929,3.5794,4.2372,3.5755,29.7,27.8,28.5,IPL,1,BAT,India,RHB,37
1182529,6,108.4507042,2,1,LSG,Lucknow,bat,night,0,18,0,1.105,7.27,26.1,0.75,6.73,20.89,1.15,7.15,22.59,8.555555556,33,0,0,5,1.5065,1.6449,1.3382,1.0927,37.0,21.5,19.8,IPL,4,BOWL,Afghanistan,RHB,19
677077,6,148.5016648,1,0,DC,Wankhede,field,daynight,0,89,1,1.25,8.32,25.62,0.724,8.41,27.14,0.732,8.29,26.23,23.06896552,96,0,2,8,2.6155,3.0745,2.7618,1.0927,29.7,27.8,28.5,IPL,3,ALL,West Indies,RHB,30
892749,6,162.4002365,1,0,DC,Wankhede,field,daynight,0,91,1,1.25,8.32,25.62,0.724,8.41,27.14,0.732,8.29,26.23,32.70238095,237,0,21,9,3.9227,3.5007,4.6406,2.8057,29.7,27.8,28.5,IPL,3,ALL,Australia,RHB,28
422108,6,136.6497462,1,1,GT,Lucknow,bat,night,1,53,1,1.105,7.56,21.35,1.333,7.1,20.64,1.15,7.59,23.65,41.1441048,269,8,84,15,4.4732,2.6483,4.6634,2.6547,37.0,21.5,19.8,IPL,1,WK,India,RHB,32
477021,6,128.4710018,2,1,LSG,Lucknow,bat,night,0,27,0,1.105,7.27,26.1,0.75,6.73,20.89,1.15,7.15,22.59,26.42168675,108,0,10,5,2.9277,2.6483,4.3512,1.3947,37.0,21.5,19.8,IPL,2,ALL,India,RHB,33
1207295,6,122.3214286,2,1,MI,Wankhede,field,daynight,1,-4,0,1.25,8.23,27.2,1.38,8.43,26.58,0.732,8.32,26.77,17.125,10,0,0,1,1.9655,2.6483,1.3382,1.0927,29.7,27.8,28.5,IPL,3,WK,India,RHB,20
793463,6,141.920904,2,1,LSG,Lucknow,bat,night,0,-4,0,1.105,7.27,26.1,0.75,6.73,20.89,1.15,7.15,22.59,13.22105263,291,0,2,47,2.8607,1.7959,2.9686,1.0927,37.0,21.5,19.8,IPL,3,ALL,Afghanistan,RHB,26
554691,6,135.627907,2,1,MI,Wankhede,field,daynight,1,16,0,1.25,8.23,27.2,1.38,8.43,26.58,0.732,8.32,26.77,21.92481203,202,0,6,16,3.3197,2.6483,4.6406,3.5755,29.7,27.8,28.5,IPL,3,ALL,India,LHB,30
720471,6,130.2429351,1,1,DC,Wankhede,field,daynight,0,84,1,1.25,8.32,25.62,0.724,8.41,27.14,0.732,8.29,26.23,28.09625668,396,6,64,28,3.588,2.6483,3.811,4.5391,29.7,27.8,28.5,IPL,1,WK,India,LHB,26
1119026,6,132.967033,1,1,GT,Lucknow,bat,night,1,15,1,1.105,7.56,21.35,1.333,7.1,20.64,1.15,7.59,23.65,32.36046512,95,3,17,6,3.0973,2.2221,1.9422,2.6361,37.0,21.5,19.8,IPL,2,BAT,India,LHB,24
379143,6,137.6347951,1,1,GT,Lucknow,bat,night,1,18,1,1.105,7.56,21.35,1.333,7.1,20.64,1.15,7.59,23.65,32.17647059,389,7,73,27,4.0142,3.0745,3.4118,2.8057,37.0,21.5,19.8,IPL,1,WK,South Africa,LHB,32
423838,6,142.5636812,2,1,LSG,Lucknow,bat,night,0,58,0,1.105,7.27,26.1,0.75,6.73,20.89,1.15,7.15,22.59,27.109375,104,0,3,1,2.9049,3.0745,1.9422,3.6581,37.0,21.5,19.8,IPL,3,ALL,India,LHB,31
720471,6,130.3917934,1,1,DC,Wankhede,field,daynight,0,84,1,1.25,8.32,25.62,0.724,8.41,27.14,0.732,8.29,26.23,28.13333333,397,6,64,28,3.588,2.6483,3.811,4.5391,29.7,27.8,28.5,IPL,1,WK,India,LHB,26
471342,6,132.3373494,1,0,GT,Lucknow,bat,night,1,6,1,1.105,7.56,21.35,1.333,7.1,20.64,1.15,7.59,23.65,24.73873874,164,0,8,6,3.3853,3.5007,4.6406,2.3795,37.0,21.5,19.8,IPL,3,ALL,India,LHB,33
1277545,6,142.7385892,2,1,MI,Wankhede,field,daynight,1,71,0,1.25,8.23,27.2,1.38,8.43,26.58,0.732,8.32,26.77,24.57142857,18,0,2,2,2.3917,2.6483,1.3382,1.0927,29.7,27.8,28.5,IPL,2,WK,India,LHB,22
1070173,6,137.7201409,2,1,LSG,Lucknow,bat,night,0,31,0,1.105,7.27,26.1,0.75,6.73,20.89,1.15,7.15,22.59,35.54545455,141,6,24,6,3.7448,3.5007,3.7882,3.6581,37.0,21.5,19.8,IPL,1,BAT,India,RHB,25
1111917,6,98.48484848,2,1,LSG,Lucknow,bat,night,0,22,0,1.105,7.27,26.1,0.75,6.73,20.89,1.15,7.15,22.59,7.647058824,22,0,0,3,1.3883,2.2221,1.3382,1.0927,37.0,21.5,19.8,IPL,3,ALL,India,RHB,26
1170265,6,141.1595867,1,1,DC,Wankhede,field,daynight,0,14,1,1.25,8.32,25.62,0.724,8.41,27.14,0.732,8.29,26.23,39.03174603,84,1,16,6,3.0973,3.0745,4.2144,2.8057,29.7,27.8,28.5,IPL,2,BAT,India,LHB,22
325012,6,138.271059,1,1,GT,Lucknow,bat,night,1,104,1,1.105,7.56,21.35,1.333,7.1,20.64,1.15,7.59,23.65,30.21256039,280,1,29,20,3.8243,2.2221,4.1816,1.5003,37.0,21.5,19.8,IPL,2,ALL,Australia,RHB,35
1123718,6,110.5263158,2,0,LSG,Lucknow,bat,night,0,-2,0,1.105,7.27,26.1,0.75,6.73,20.89,1.15,7.15,22.59,7.0,9,0,0,2,1.5393,1.7959,1.3382,1.0927,37.0,21.5,19.8,IPL,4,BOWL,Australian,LHB,29
642519,6,131.5908159,1,1,CSK,Chennai,field,night,0,54,0,1.454,7.74,27.44,1.352,8.17,24.46,1.2,7.98,26.02,31.77722772,244,2,42,14,4.0011,3.5007,3.0184,3.5755,36.2,26.4,23.3,IPL,2,BAT,Indian,RHB,30
1209292,6,58.82352941,1,0,CSK,Chennai,field,night,0,5,0,1.454,7.74,27.44,1.352,8.17,24.46,1.2,7.98,26.02,5.0,10,0,0,1,1.0863,1.4939,1.3382,1.2437,36.2,26.4,23.3,IPL,4,BOWL,India,RHB,27
311592,6,97.77070064,1,1,CSK,Chennai,field,night,0,-4,0,1.454,7.74,27.44,1.352,8.17,24.46,1.2,7.98,26.02,9.903225806,62,0,0,2,1.6449,2.0711,1.5948,2.2285,36.2,26.4,23.3,IPL,4,BOWL,Australia,LHB,34
851403,6,137.1080139,1,1,CSK,Chennai,field,night,0,1,0,1.454,7.74,27.44,1.352,8.17,24.46,1.2,7.98,26.02,34.2173913,93,1,13,3,3.1301,3.5007,1.9422,3.0623,36.2,26.4,23.3,IPL,2,ALL,India,LHB,30
230558,6,145.630713,1,1,CSK,Chennai,field,night,0,61,0,1.454,7.74,27.44,1.352,8.17,24.46,1.2,7.98,26.02,14.80669145,335,0,15,45,2.9163,2.6483,2.4554,2.7231,36.2,26.4,23.3,IPL,1,ALL,West Indies,LHB,36
714451,6,141.3305395,2,1,KKR,Chennai,field,night,1,62,1,1.454,7.95,22.93,0.739,7.84,25.09,1.2,7.66,23.86,31.37209302,125,0,14,4,3.6433,3.0745,4.1816,3.4885,36.2,26.4,23.3,IPL,2,BAT,India,LHB,31
723105,6,151.8780621,1,1,CSK,Chennai,field,night,0,11,0,1.454,7.74,27.44,1.352,8.17,24.46,1.2,7.98,26.02,39.29577465,113,0,17,4,3.3867,3.5007,2.9856,3.4885,36.2,26.4,23.3,IPL,3,BAT,India,RHB,27
669365,6,154.0461661,1,1,CSK,Chennai,field,night,0,-4,0,1.454,7.74,27.44,1.352,8.17,24.46,1.2,7.98,26.02,26.75576037,233,4,35,15,3.4865,3.0745,2.3684,2.1229,36.2,26.4,23.3,IPL,1,WK,England,RHB,28
276298,6,169.5692884,1,1,CSK,Chennai,field,night,0,22,0,1.454,7.74,27.44,1.352,8.17,24.46,1.2,7.98,26.02,27.02985075,471,2,33,34,3.4537,3.5007,4.6634,4.5391,36.2,26.4,23.3,IPL,3,ALL,West Indies,RHB,36
1292495,6,131.5068493,1,1,CSK,Chennai,field,night,0,48,0,1.454,7.74,27.44,1.352,8.17,24.46,1.2,7.98,26.02,27.42857143,8,0,1,1,2.3917,2.6483,1.3382,1.0927,36.2,26.4,23.3,IPL,2,BAT,India,RHB,20
959767,6,133.5172414,2,1,KKR,Chennai,field,night,1,37,1,1.454,7.95,22.93,0.739,7.84,25.09,1.2,7.66,23.86,17.28571429,68,0,3,5,2.1893,3.0745,3.8708,1.0927,36.2,26.4,23.3,IPL,1,ALL,New Zealand,LHB,25
